,id,song.full_title,song.artist_names,song.lyrics,UniqueWordsPercent,AlbumName,topic1,topic2,topic3,topic4,topic5,topic6,topic7
51,51,Oh My Dis Side by Travis Scott (Ft. Quavo),Travis Scott (Ft. Quavo),179 contributorstranslationsespaolportugustrkeoh my dis side lyric yeah oh my oh my oh my oh my ive be up for a long time oh my oh my oh my oh my oh my oh my yeah oh my oh my oh-oh-oh ive be up for a long time oh my oh my oh my ive be up for a long time ooh broad day ive be pop pill ooh pour syrup ooh great day cuzo hang at my aunty house bando sell yay uh i get shooter dress in camo grrah oh my ooh ive be in and out the courthouse jury trip ive be flip flip syrup sip flip water whippin whippin mama kick me out the house now oh my woo i might end up on a couch now gah oh my im on a flight now yeah oh my la at another couch now uh oh my im counting up nothing but benjamin right now money oh my im on a flight now woo we so high bout to get some cash now cash oh my get my momma that new house now momma oh my now she can not kick me out now no oh my ive be up for a long time la flame oh my oh my you might also like oh my oh my woo uh oh my oh my oh my oh my ive be up for a long time long time oh my oh my oh my oh my oh my uh go oh my oh my oh my oh my uh oh my oh my ive be up for a long time oh my long time oh my oh my oh-oh-oh-ooh wow wow wow wow let me tell you a little story about this side this side you really cant make it on this side this side lot of lone star on this side this side i feel a lot at home on this side ooh ball til we fall on this side ooh lit late night on this side ooh you never come around past midnight ooh you miss everything on this side this side this side this side this side this side this side this side this side uh this side woo this side ooh this side this side yeah i make a lot of money on this side ooh lose a lot of money on this side ooh have my first kiss on this side ooh learn a lot of shit about this side ooh lately i be think bout this side ooh tryna get back on this side ooh tryna get back whats be mine ooh i get ta get back on this side really miss the feel of the late night late night shit we use to do around midnight midnight hangin on the corner have shit tight shit tight doin all the drug have to get right get right if i could get my partner back it would be nice be nice he would shoot the one wouldnt think twice shoot the one he be too involve with the street life street life only way to live on this side this side this side this side this side this side this side this side this side this side oh this side this side this side oh this side this side this side migo young rich nigga from the northside paid my due on this side flippin the brick on this side i make it out the hood im on the other side all my nigga on this side this side keep it one hundred on this side love to get money on this side no new nigga on this side this side look at my diamond dont get blind dont get blind you well handcuff your ho with a zip tie cuff cause well take her bust her down on this side woo broke nigga stand to the left side handsome and wealthy on this side i come from the bottom and now im on top thats phenomenal phenomenal this side this side this side this side if i do not make it i wonder where i would go oh this side this side this side this side uh graduate from the midget woah this the life i be livin woah graduate to a million woah it the money that im gettin woah graduate from a hotbox now im ridin round in a bentley skrrt skrrt this how we do it on this side this side woo this side uh always always this side this side this side this side thats right thats right you never come around past midnight midnight midnight you know how i like my lean pour right just right on this side find everything you need everything you need on this side this side this side this side this side201embed,0.2883435582822086,Rodeo (2015),0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.998
52,52,3500 by Travis Scott (Ft. 2 Chainz & Future),Travis Scott (Ft. 2 Chainz & Future),254 contributorstranslationsazrbaycanca portugusespaolsvenska3500 lyric bandana wrapped-wrapped round your head the bandana wrap round your head fuck nigga they scar aint nobody triller than me aint nobody triller than scott aint nobody trill man im takin they spot yah these nigga be scar ooh sunday in the city movin slow thirty-thirty-thirty-five hundred for the coat only-only-only real nigga keep you float keep you float only trill nigga i know only-only-only trill nigga i know only-only-only trill nigga i know only trill nigga i know only-only-only trill nigga i know sunday in the city movin slow lady order up the champagne a whole lot of it yeah only real nigga keep you float painkiller aint get back pain know you get ta love it yeah ten out in ny they in my hallway i get a lobby of em only trill nigga i know up and down with chase monday night we make a hobby of it alright sunday in the city movin slow still down with the same dog man they never love u only real nigga keep you float give my nigga all gold chain to remind me of it yeah only trill nigga i know be still holdin that old thing tryna rob me of it oh no one time for the trill bitch thatll let me touch it score sunday in the city movin slow im papi though they get it poppin with me when im out in public straight up flyin through i get a young yonc with a iggy on her yeah only trill nigga i know me and metro do the same drug get a lot of it woo all these cup and damn all these hoe these nigga up to somethin oah touch down out in h-town there it might get ugly woo it trill nigga where it trill nigga a whole army of em woo only trill nigga i know i run the check up im a hot nigga dont turn my countant on me yeah free rowdy rowdy free bobby bobby them the shmurda homies good lord good lord ooh you might also like sunday in the city movin slow thirty-thirty-thirty-five hundred for the coat only-only-only real nigga keep you float keep you float only trill nigga i know only-only-only trill nigga i know only-only-only trill nigga i know only trill nigga i know only-only-only trill nigga i know sunday in the city movin slow thirty-thirty-thirty-five hundred for the coat only-only-only real nigga keep you float keep you float only trill nigga i know only-only-only trill nigga i know only-only-only trill nigga i know only trill nigga i know only-only-only trill nigga i know smoke with me drank with me lean like im clark cop a wraith then i throw it in park you nigga some mark and you aint get no heart i know lil one gon come with that a and that r only trill nigga i know i know lil one gon come with that a and that r im counting im drip im fiending im not from this planet i be abandon trill nigga real nigga pop them pill nigga stack up a mil nigga like it a lil nigga this for the one who gon load up that k for me this for the one that ran off and didnt wait on me this for the nigga ran off and didnt wait on me this for you bitch you ran off and didnt wait on me only trill nigga i know hood nigga fuck all that red carpet shit hood nigga i fuck a red carpet bitch i put a roll and a royce on my wrist you can smell promethazine when i piss i pray to god he bring me actavis aint nobody triller than metro aint nobody triller than scooter hop on the private i do it take all the molly i do it the bentley put up with no mileage i do it these styrofoam with me legitimate im proudly down these percocets we just want to be stoner lately ive be on on on this money an option this weed be an option this lean be an option your bitch be an option her bitch be an option i send them through auction you pay that price for that punani this gold on my neck be a new grammy sunday in the city movin slow thirty-thirty-thirty-five hundred for the coat only-only-only real nigga keep you float keep you float only trill nigga i know only-only-only trill nigga i know only-only-only trill nigga i know only trill nigga i know only-only-only trill nigga i know sunday in the city movin slow thirty-thirty-thirty-five hundred for the coat only-only-only real nigga keep you float keep you float only trill nigga i know only-only-only trill nigga i know only-only-only trill nigga i know yeahhh only trill nigga i know only-only-only trill nigga i know 2 chainz my bathtub the size of swim pool backstroke to my child room maybach in the living room ooh i spent rack on these tennis shoe tell em nigga know what im finna do time for me to put the mink up i do forgiattos on the brink truck my favorite rapper drove a pink truck killa i do shit that you dream of i be born with a mean mug damn i be born with some nappy hair drinkin breast milk out a lean cup tity bois my alias yeah real nigga my radius yeah only trill nigga i trill nigga on the song with me if she bad a hell ill pay the babysitter i will in a black mercedes with her skrrt doin about 180 with her skrrt i be born a hustler paraphernalia in my baby picture resident all elegant elegant leather shit in my front yard swear tv by my swim pool swear get that built like a sport bar ayy chevelle with a new motor err get the bitch like a sport car yeah yeah my name be tity boi oh i dont fuck with hoe that wear sport bra nah crib big than your imagination call the trap house the gas station i do call momma house the jag station haha emoji sad face damn look at these nigga look i need to buy pocketbook for these nigga sunday the city movin slow punkass thirty-thirty-thirty-five hundred for the coat 3500 only-only-only real nigga keep you float keep you float real shit only here only trill nigga i know nah for real only-only-only trill nigga i know nah for real only-only-only trill nigga i know nah for real only trill nigga i know only-only-only trill nigga i know ooh sunday in the city movin slow thirty-thirty-thirty-five hundred for the coat only-only-only real nigga keep you float keep you float only trill nigga i know only-only-only trill nigga i know only-only-only trill nigga i know only trill nigga i know only-only-only trill nigga i know aint nobody triller than me aint nobody triller than scott aint nobody trill man im takin their spot yah we ride on a yacht yeah aint nobody triller than metro aint nobody triller than scooter yeah aint nobody triller i knew it aint nobody triller we knew it pour up in h-town them nigga dont play round like jas and jr only real nigga keep it float say fuck all the rumor say fuck all the rumor only trill nigga i know say fuck all the rumor say fuck all the rumor only trill nigga i know say fuck all the rumor say fuck all the rumor sunday in the city movin slow thirty-thirty-thirty-five hundred for the coat only-only-only real nigga keep you float keep you float only trill nigga i know only-only-only trill nigga i know only-only-only trill nigga i know only trill nigga i know only-only-only trill nigga i know 372embed,0.2733485193621868,Rodeo (2015),0.0002,0.0002,0.0002,0.0002,0.9988,0.0002,0.0002
53,53,Wasted by Travis Scott (Ft. Juicy J),Travis Scott (Ft. Juicy J),131 contributorstranslationsespaolportugustravis scott - waste ft juicy j azrbaycan trcmwasted lyric waste or nah aw aw yeah aw be you waste or nah waste or nah waste at night take a sip drownin in this shit copper on my hip i hold my head i be takin risk to make that money flip shot to the head i aint order it i cant afford this shit go to war with this you overboard im over-bored with shit now it pay a player pay a nigga get a day-to-day to stack and still i pay accountant twenty rack to show just a little allowance only come to houston if the boy allow it bow your head to a real one comin down with them main nigga h-town dont play with u them with-it boy stay with-with-with it i be grindin slavin over time since i be a fan lookin in the mirror like one day jacques you gon be the man one skinny tat nigga blunt flicker young la flame hot spitter who cant hold his liquor yeah it really goin down in the goddamn south im trill im country til the end it-it-it-its really goin down in the goddamn south im trill im country til the end there a lot of motherfucker that cant handle they liquor cant handle these drug waste or nah it only real nigga that can handle their shit man waste or nah yeah waste or nah so if you tryna get lit wan na pour up make sure you stay on our level cause we go up let me see you up you might also like be you waste baby one shot two shot and you still talkin crazy trippy three shot and you fade freak comin out at night and they gettin x-rated four shot now she wan na do the clique any more shot she aint gon remember shit smokin on extendos no clip project hoe goin up in the ritz trippy she gon do it for a g anything for me bruh she just wan na fuck and drink and chief all the weed up sexy bitch pop that pussy cause you in your prime pour that purple over ice call it turtle time shawty never be a hesitator get her goin down on the elevator heard the pussy bomb ima detonate her fuck her from the back keep the neck for later no magic trick but i levitate her with the magic stick nothin less than great when i hit her with the dope d im go dont text me later no extra favor it really goin down in the goddamn south im trill im country til the end it-it-it-its really goin down in the goddamn south im trill im country til the end hmm weed lean mdma he say she say all the product of a young man go the long way from the home that he know til he roam where he at and the phone break up unknown wake up several one-night-stands hung up phone break up if he fall will he fly sure it wouldnt take much for you to find out jump have you take that plunge if not in the same spot how could you judge h-h-how could you judge c-c-could you judge52embed,0.49635036496350365,Rodeo (2015),0.0005,0.0005,0.0005,0.0005,0.997,0.0005,0.0005
54,54,90210 by Travis Scott (Ft. Kacy Hill),Travis Scott (Ft. Kacy Hill),381 contributorstranslationsespaoltravis scott - 90210 ft kacy hill azrbaycan trcmtrkefranaisportugus90210 lyric dean whats poppin hahahahaha yo travis mhm ooh-ooh-ooh-ooh-ooh-ooh-ooh-ooh-ooh mama mailin out that blow cravin 9021 ooh-ooh-ooh-ooh-ooh she a porn star girl ah from the valley honestly god bless who left her hometown world all for that alley ooh create lake tahoe all from her panty i hope it be wet like my jumper though ooh use to take the long way home long way home all for that candy hahahahaha mhm baby hooked on feel low-ow do do do do do jacques turn la flame now he rollin on an addy fifty on a chain nother fifty on a caddy ooh he might pop him a pill pop him a seal pop anyone pop anything pop anything to find that alley mhm yeah to find that alley mhm you might also like baby hooked on feel low-ow do do do do do in the 90210 90210 lookin for that alley in the 90210 90210 lookin for that alley ooh it the superstar girl superstar girl roamin in that alley baby hooked on feel low-ow ooh in the 90210 90210 somewhere in that alley do do do do do ooh ahh i get ta tell ya ooh-ooh-ooh-ooh ooh-ooh-ooh-ooh ooh-ooh-ooh-ooh ooh-ooh all all all thang thang all all all thang thang ooh-ooh-ooh-ooh-ooh all all all thang thang all all all thang thang yeah my granny call she say travvy you work too hard im worried you forget about me all all all im fallin in and out of cloud dont worry ima get it granny uh what happen now my daddy happy mama call me up that money comin and she love me all all all thang thang i do make it now i do found life meanin now all all all thang thang all them day her heartd break her heart not in piece now friend turnin into fraud nigga practicin half the passion you nigga package different all all all thang thang all you nigga you nigga want the swag you cant have it all all all thang thang ima sell it your nigga salary we bout to cap bitch young nigga out of houston at the grammys smilin at em laughin at me i pa the rock to ye he pump fake then pa it back bitch all all all thang thang all of this off of rappin shouldve write this in latin yeah-yeah all all all thang thang mmm i know i know i know i know i know i know i know i know i know i know cuzzo say we hit the store yeah we bout to drop a four he pa the cigarette i choke woo told my auntie put them port down them port down now you know you love your own now hit the stage they get their hand up dont put your nose down i aint knockin nigga i knock the door down for sure now whole crew i swear they countin on me gold chain gold ring i get an island on me house on me he get them ounce on him holy father come save these nigga im stylin on em good lord i see my good fortune in all these horse im drivin too fast to stop so all these sign i ignore them just this guy from north of the border my chip be in order my mom big supporter so now a nigga support a nigga ooh-ooh-ooh-ooh-ooh-ooh-ooh ooh-ooh-ooh-ooh-ooh-ooh-ooh299embed,0.4497444633730835,Rodeo (2015),0.0005,0.0005,0.0005,0.0005,0.0005,0.9971,0.0005
55,55,Pray 4 Love by Travis Scott (Ft. The Weeknd),Travis Scott (Ft. The Weeknd),193 contributorstranslationstrkeespaolportugusitalianoazrbaycanca pray 4 love lyric oh-oh dont pray for love oh-oh-oh-oh say it loud just ask the lonely oh-oh just ask the lonely oh-oh pray for who lose they fate and die too young pray for the one i hate the one i love pray for my liver when im off in this club i pray that the demon go away they hauntin u man i cant take no more of this lifestyle we be livin man i cant take no more of the white power in position get ta grab up j-will get ta scoop up j-rich told chase we aint goin back you know we get ta hitch i mean im aggravate agitate i admit intoxicate animate get me feelin kinda lit contemplatin fornicatin might a well fuck up some shit they lookin at me way too crazy get me feelin communist but im just tryna save the throne pray for bone pray for stix just ask the lonely if my album never sell then we gon hit that lick tell lamar call up cash tell him buzz me at the ritz just ask the lonely it the weekend we off the deep end you need to pray for u oh-oh dont pray for love oh-oh-oh-oh say it loud just ask the lonely oh-oh just ask the lonely oh-oh you might also like pill pill have you ever be through life challenge promise promise get down im prayin let me tell the lose tale about jacques let me tell you how i turn scott how i go down on the block waterfall around ten oclock and how we come up gettin all the knot dodgin cop yeah fore a nigga have the lock just ask the lonely fore a nigga have the chain fore i have the bop always kept my city on me like it be a swatch just ask the lonely every time we in the party take it up a notch now im thinkin bout this new girl and she doin pop oh-oh wan na know my dick longer than a pringle box dont pray for love tire of seein these black kid on the face of fox oh-oh-oh and fuck cnn they dont wan na see u win say it loud mama dont you worry no no more worry no no more just ask the lonely ima take you from the first to the ninetieth floor you always told me what i plant that shit get ta grow just ask the lonely and anything i detonate that shit get ta blow pray for yall no ooh-woah ooh-woah we dont pray for love ooh-woah ooh-woah no more ooh-woah ooh-woah we dont wan save you on the cover of a carton who dont wan na save no more we dont wan no more save you all alone no more alone no more no more all alone oh hmm-no-no-no-no-no-no hmm-no-no-no-no-no-no-no-no-no just ask the lonely hmm-no-no-no-no-no-ooh-no-no-no-no just ask the lonely hmm-no-no-ooh-no-no yeah underrated be an understatement they tryna test greatness a nigga tryna get paid these nigga fiend watchin all of my move cause the music like crack get me cookin all day im right here you know where i stay and if you dont then ask your girl she probably know the way she like my show light she wan na be wife she know that if she get me then she gon be good for life so i pull out for the climax faster than a hi-hat sorry baby i dont play and if i do you know my kid would be ballin and my daughter gon never meet a nigga like me my nigga pull up in that rolls-royce like they sell that coke boy shoutout to the coke boy they never pray for u nobody pray for u nobody pray no no no no no oh-oh oh-oh dont pray for love oh-oh oh-oh-oh-oh oh-oh say it loud just ask the lonely just ask the lonely oh-oh just ask the lonely96embed,0.40634441087613293,Rodeo (2015),0.0174,0.0697,0.0827,0.1151,0.0004,0.0076,0.7072
56,56,Nightcrawler by Travis Scott (Ft. Chief Keef & Swae Lee),Travis Scott (Ft. Chief Keef & Swae Lee),174 contributorstranslationsespaolportugusazrbaycanca trkenightcrawler lyric ooh ooh ooh ooh ooh ooh-ooh-ooh ooh-ooh-ooh ooh uh do you have the time of your life let have the afterparty at my place ayy do you have some spare change on me ive get hundred ill throw in your face yeah order more bottle order more model order more hour shot on an island hotter than the summer the winter couldnt chill me young free and wildin order more kidney dope im so dope all these hunnies pilin on the floor and we stuntin know you see the glow throw these hundred thought id let you know since la ive be puttin on cirque du soleil goin on and on i get this money tell me what you want for this money can you drop it low you might also like yeah order more bottle order more model order more hour shot on an island hotter than the summer the winter couldnt chill me young free and wildin order more kidney mm when the night call oh-oh-oh when the night call oh-oh-oh yeah order more bottle order more bottle order more model order more model order more hour order more hour shot on an island shot on an island hotter than the summer hotter than the summer the winter couldnt chill me the winter couldnt chill me young free and wildin young free and wildin so order more kidney so order more kidney freak come out at night we bring our fantasy to life point me to the ice and i dont need your drink high off life uh someone kill the light i brought the party favor just get piped all my bitch right but i want you and you tonight yeah order more bottle order more bottle order more model order more model order more hour order more hour shot on an island shot on an island hotter than the summer hotter than the summer the winter couldnt chill me the winter couldnt chill me young free and wildin young free and wildin so order more kidney so order more kidney when the night crawl all the money all the hoe and the alcohol all these hundred and these thousand ima spend it all always when the night call when the night call we want money we want hoe we want alcohol all these hundred all these thousand ima spend it all always when the night call ayy walk up in the bank bank order me some fund beep walk in the strip club order me some one gang i walk up in the gun store huh order me some gun bang-bang your bitch walk up in the spot and she order me for lunch gang gang i just order me some brunch ayy korean spicy garlic ayy bitch i come from eat mcdonalds uh-huh girl you know im from the project ayy like im a g i come through mobbin like wu-t-a-n-g we come through wildin i aint chicken killer caesar with the chopper bang-bang boy you dont blow no pole i know i know no no no i get me some angle i get me some money fuck i get me some hater ayy i get me some fedex ayy ayy i get me some cake i get me some ups i get me a freight ayy gang gang order some more money beep order some more money beep order some more money beep order some more bottle ayy order some more bitch ayy order some more money gang i know you wan na be rich bitch gang gang when the night crawl all the money all the hoe and the alcohol all these hundred and these thousand ima spend it all always when the night call when the night call we want money we want hoe we want alcohol all these hundred all these thousand ima spend it all always when the night call when the night crawl all the money all the hoe and the alcohol all these hundred and these thousand ima spend it all always when the night call when the night call we want money we want hoe we want alcohol all these hundred all these thousand ima spend it all always when the night calls148embed,0.2604456824512535,Rodeo (2015),0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.9976
57,57,Piss on Your Grave by Travis Scott (Ft. Kanye West),Travis Scott (Ft. Kanye West),143 contributorstranslationssvenskaespaolportugusazrbaycanca piss on your grave lyric yeah yeah yeah i use your face a a urinal then do the same at your funeral piss on your grave piss on your grave piss on your grave piss on your grave piss on your grave piss on your grave this one here for the executive fuck you and all of your relative piss on your grave piss on your grave piss on your grave piss on your grave piss on your grave nigga behave nigga behave nigga behave u nigga we cant behave we mobbed on the pave get treat like slave young nigga treat like slave this the moment ive be wait for this why i move to cali step outside and get shade for told momma bitch get back in the door ive be comin up and down a nigga cant take no more kamikaze over comma benjamin dividend stuffed in my jean i cant fit in poppin pill since droppin ritalin pop a penicillin nigga you get ta get with it my my my my look at little scotty now the same fucker use to doubt all preachin that they proud i pull my zipper down and whip it out you might also like piss in your grave piss in your grave turn this up teacher play this in the third grade in the third grade cant hide from the truth now we bout to go ape be bout to go ape these street be not safe these nigga aint playin these nigga aint playin huh these nigga aint playin this for my fam this for the fam do this for the fam hop out of the lamb hop onto the gram what the fuck be you sayin piss in your grave piss in your grave piss in your grave ill piss on your face ill piss on your bitch ill piss on your date ugh fuck be you sayin fuck be you sayin fuck be you sayin me and la flame be you not entertain huh86embed,0.41228070175438597,Rodeo (2015),0.0009,0.0009,0.0009,0.0009,0.9949,0.0009,0.0009
58,58,Antidote by Travis Scott,Travis Scott,227 contributorstranslationsespaolportugussvenskaantidote lyric dont you open up that window dont you let out that antidote yeah poppin pill be all we know ooh in the hill be all we know hollywood dont go through the front door through the back it lowkey at the night show ooh so dont you open up that window ooh dont you let out that antidote yeah party on a sunday that be fun do it all again on monday one more time spent a check on a weekend oh my god i might do it all again thats bos shit i just hit a three peat ooh fuck three hoe i met this week robert horry i dont do no old hoe oh no no my nigga thats a no-no straight up she just want the coco cocana i just want dinero paper hunt wait who that at the front door who that be if it the fed oh no no no dont let em in shh dont you open up that window yeah yeah yeah yeah dont you let out that antidote yeah yeah yeah ooh yeah poppin pill be all we know yeah in the hill be all we know hollywood dont go through the front door in the back it lowkey at the night show ooh you might also like yeah ooh ooh at the night show ooh-ooh-ooh ah at the night show high at the night show ooh-ooh-ooh ah ooh at the night show get lit my nigga ooh at the night show yeah anything can happen at the night show ooh-ooh-ooh ah everything can happen at the night show ooh at the night show anything can happen at the night show ooh at the night show ooh your bitch not at home she at the night show ooh straight up fuckin right ho ooh have to catch a flight for the night show ooh let go let get piped though bottle get u right though we aint sippin light no rrr la flame i aint get no type though only get one night though we can do it twice though rrr it lit at the night show ooh at the night show ooh ooh at the night show ooh at the night show yeah at the night show everything can happen at the night show ooh at the night show anything can happen at the night show ooh stackin up day to day young nigga you know you get ta go get it go get it my nigga they hatin they stankin they waitin dont be mistaken we dyin they stayin lord im on fire they think that im satan callin me crazy on different occasion kickin the cameraman off of my stage cause i dont like how he snappin my angle im overboard and im over-impatient over my nigga and these kid my age dealin with mo shit thats more complicate like these two bitch that might be related h-town you get one and you bun b like a number-one it late night get a late show if you wan na roll i get a place where ah poppin pill be all we know ooh in the hill be all we know hollywood dont go through the front door through the back it lowkey at the night show ooh so dont you open up that window ooh dont you let out that antidote428embed,0.32451499118165783,Rodeo (2015),0.0005,0.997,0.0005,0.0005,0.0005,0.0005,0.0005
59,59,Impossible by Travis Scott,Travis Scott,155 contributorstranslationstrkeespaolportugustravis scott - impossible azrbaycan trcmsvenskaimpossible lyric you the one you know me the best you the one i call when im stress this the time of the year i feel alone this the time of the year you treat me wrong yeah this the late night you know the deal deal on a late night nowhere to chill yeah im on the west yeah im on the west side off the drug know im not the best guy but you know i always get it do yeah you do have all of the rapper im the one yeah aint gon lie i remember how it feel yeah i aint gon lie ima tell you this for real woah split a pack of the wood down ride with me yeah you wish you could now always come and go and never fail it be never love i can tell now she pop em up blue chanel just to get it up parking lot full of foreign hoe on the regular with them paint toe in them heel let go find a place thats far from here for real far from here night like this night like this i wish i could do the impossible i wish i could do the impossible night like this night like this i wish i could do the impossible i could do the impossible you might also like yeah you the one you know me the best you the one i call when im stress this the time this the time of year when im alone this the time of the year we get our own i cant lie when im out on the west yeah the west yeah yeah the west side and lately i aint be feel the best cause you the best yeah you my best side now you know what youre deal with now you know whats wrong what the feel be yeah yeah yeah yeah yeah yeah yeah rasta roll in benz up in here bandit poppin them bar up man dont run up the band up make them gun clap in here no fear no fear you rock i hear im gon let you know that the man be for real yeah for real far from here night like this night like this i wish i could do the impossible i wish i could do the impossible night like this night like this i wish i could do the impossible i could do the impossible you already yeah know right that you be irreplaceable irreplaceable and im gon na take it slow baby baby you already know right that you be irreplaceable irreplaceable and im gon na take it slow baby baby yeah i wish i could do the impossible i wish i could do the impossible i could do the impossible83embed,0.32,Rodeo (2015),0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.9952
60,60,Maria I'm Drunk by Travis Scott (Ft. Justin Bieber & Young Thug),Travis Scott (Ft. Justin Bieber & Young Thug),209 contributorstranslationstrkeespaolportugustravis scott - maria im drunk ft justin bieber young thug azrbaycan trcmmaria im drunk lyric make it to la yeah finally in la yeah lookin for the weed though tryna make my own dough callin for maria lose without maria might dive in the marina ooo-oooh ooo-ooh so trust me baby trust me trust me baby trust me trust me baby trust me i dont mind trust me baby trust me trust me baby trust me trust me baby trust me i dont mind trust me trust me trust me trust me trust me trust me yeah i dont mind you might also like travis scott you know ooh thugger thugger nigga ayy call your friend let get drunk let get drunk ayy call your friend let get drunk call your friend and let get drunk call your friend let get drunk call your friend and let get drunk hey call your friend let get drunk call your friend let get drunk call your friend let get drunk call your friend and let get drunk get drunk call your friend let get drunk call your friend and let get drunk call your friend let get drunk ooh twelve more hour left for u in a day call your friend and let get drunk ive be drinkin all day ive be floatin all day ayy ooh call your friend and let get drunk ayy bring your a over here now you know where how i stay ive be go for some time now yeah i just want a lil taste mix mix pour lean lean call your friend and let get drunk drinkin sippin slow slow it down bae call your friend and let get drunk ayy drink so cold now froze pfft froze ayy ayy ayy ayy ayy froze sheesh sheesh sheesh sheesh sheesh sheesh sheesh come on over get drunk damn girl i be up late if you want you can meet me at the studio you can meet me at the studio call your friend and let get drunk yeah ive be drinkin all night hey ooh take a shot all we get be don julio all we get be don julio call your friend and let get drunk ayy yeah im guessin this be new to you thinkin bout all the thing that i would do to you them lip on fire and them hip dont lie yeah uh girl i just wan na see what that booty do damn right let lose each others mind ah-ah let make each others night ah-ah take advantage of time while we both intertwine slow it down bae girl i want you on the rock no chaser oh no be sure to drink it all wont waste ya oh no pfft i know you stay sober ayy ayy ayy ayy ayy im sure a few drink wont faze you sheesh sheesh sheesh sheesh sheesh sheesh sheesh call your friend let get drunk hol up call your friend let get drunk call your friend and let get drunk call your friend let get drunk call your friend and let get drunk call your friend let get drunk ayy call your friend let get drunk call your friend let get drunk call your friend and let get drunk call your friend let get drunk call your friend and let get drunk call your friend let get drunk yeah press lil mama for weed and she do it for free call your friend and let get drunk yeah that thing wet baby i need ski call your friend and let get drunk ayy skrrt yeah i need a ski yeah oh ayy from the back pull her track ayy then ima speed race in that skrrt my mama still get my back ayy pull down your pant i want crack yeah im grow weed this aint tree bitch my bitch brown like hennessy bitch big blood like freddy in dream bitch dress in a tie like the dean bitch drunk and in love with my baby baby do not go fast go slow wait skrrt skrrt skrrt skrrt tell me tell me information i get rank tell me let take a shot together then lay up like plank ayy ayy never ever do i wan na leave my lil lady ayy catch em down bad now they get ta plan fore that boy wake yeah told god if i get an iced out watch i wont be late i promise every time i try to stick it in all the way baby girl be like ayy ayy ayy ayy ayy haha ayy ayy call your friend let get drunk let get drunk ayy call your friend let get drunk call your friend and let get drunk call your friend let get drunk call your friend and let get drunk call your friend let get drunk ayy call your friend let get drunk call your friend let get drunk call your friend and let get drunk call your friend let get drunk call your friend and let get drunk call your friend let get drunk call your friend and let get drunk call your friend and let get drunk ayy247embed,0.27376861397479957,Rodeo (2015),0.0003,0.0003,0.0003,0.9983,0.0003,0.0003,0.0003
61,61,Flying High by Travis Scott (Ft. Toro y Moi),Travis Scott (Ft. Toro y Moi),81 contributorstranslationstravis scott - fly high ft toro y moi azrbaycan trcmespaolportugussvenskaflying high lyric eye eye eye eye uh i be flyin high shawty i be flyin high hey i be flyin high shawty i be flyin high hey i be flyin high shawty i be flyin high hey if you aint up on my level disappear please dont reply bye i be flyin high yeah i be flyin high shawty i be flyin high yeah i be flyin high shawty i be flyin high yeah i be flyin high yeah take a sip revive take a trip to the down south yeah i be flyin high cant you tell from my red eye hey take a trip from paris down to houston for your apple pie oh-oh where them girl get way too drunk and they get that in they trunk hey now turn around and show the world how you shake that rumpty-rump say it we dont fuck with cop oh no we dont fuck with cop hey in my backseat i get four freak who love how my speaker knock dont bring no sand to the beach all we want be love and peace hey well find a girl to bring home cause we about to take a flight to go be on yeah oh it true it seem like fly all i do all i do there no one seat next to you next to you in the meantime ill watch color change in the sky and ill watch you go by get down you might also like i be flyin high shawty i be flyin high i be flyin high shawty i be flyin high i be flyin high shawty i be flyin high if you aint up on my level disappear please dont reply bye i be flyin high yeah i be flyin high shawty i be flyin high yeah i be flyin high shawty i be flyin high it take long to get this fly if you aint up on my level disappear please dont reply bye get down i be flyin high shawty i be flyin high i be flyin high shawty i be flyin high i be flyin high shawty i be flyin high if you aint up on my level disappear please dont reply bye i be flyin high yeah i be flyin high shawty i be flyin high yeah i be flyin high shawty i be flyin high it take long to get this fly if you aint up on my level disappear please dont reply bye23embed,0.29930394431554525,Rodeo (2015),0.0007,0.0007,0.9961,0.0007,0.0007,0.0007,0.0007
